district,property_type,bedrooms,bathrooms,floors,land_perches,floor_area_sqft,age_years,has_garage,has_pool,furnished,price_lkr
Kandy,Apartment,4,4,2,42.1,1838.0,9,0,0,1,65385666
Ratnapura,Apartment,3,2,1,18.4,1274.0,1,0,0,0,20114093
Jaffna,House,4,3,1,23.2,1641.0,17,1,0,1,48490826
Jaffna,Apartment,2,1,1,10.1,811.0,7,1,0,1,19865854
Kandy,Apartment,4,3,1,7.1,1699.0,28,1,0,0,46375767
Negombo,Villa,2,1,1,8.4,919.0,22,0,0,0,56837334
Colombo,Land & House,2,2,2,15.4,1012.0,2,0,0,0,146449131
Negombo,House,4,3,1,8.9,1660.0,14,0,0,0,63547580
Anuradhapura,House,5,4,3,15.7,2458.0,18,1,0,0,35366891
Negombo,Apartment,3,2,3,22.5,1383.0,13,1,0,0,57901337
Anuradhapura,Apartment,3,3,3,23.9,1419.0,11,0,0,1,18378875
Matara,House,3,3,2,6.7,1618.0,4,0,0,0,25389887
Colombo,Villa,2,2,1,24.8,892.0,4,0,0,1,198060489
Anuradhapura,Land & House,4,4,1,20.8,1569.0,21,0,0,1,34267401
Colombo,Land & House,4,4,1,4.2,1538.0,0,0,0,0,158548352
Galle,House,2,1,3,4.9,1270.0,22,1,0,1,44804962
Colombo,Land & House,3,2,1,19.6,1461.0,11,1,0,0,182644221
Colombo,Villa,4,3,2,11.3,1633.0,34,1,0,0,186392147
Kandy,Apartment,3,3,2,6.4,1340.0,40,0,1,0,34269734
Kandy,Apartment,4,3,3,4.7,1814.0,16,1,0,0,50142089
Galle,Villa,2,2,2,6.6,1073.0,8,0,0,0,64242654
Negombo,Apartment,4,3,2,51.4,1822.0,10,0,0,0,81637852
Colombo,House,2,1,1,23.5,1012.0,3,0,0,1,154850296
Colombo,Apartment,4,3,2,15.3,1776.0,1,0,0,0,144044174
Negombo,Apartment,3,2,1,46.6,1451.0,13,1,1,0,73283202
Kandy,House,3,2,3,18.5,1442.0,23,1,0,0,41889352
Matara,Land & House,4,4,2,23.4,1616.0,5,0,0,1,43493222
Jaffna,Apartment,2,2,1,9.0,996.0,8,0,0,1,18099930
Kurunegala,Apartment,3,3,3,17.3,1512.0,12,0,0,0,22840178
Jaffna,House,3,3,1,6.3,1062.0,32,1,0,1,23728498
Kandy,Apartment,3,2,2,11.8,1318.0,2,1,0,1,44319588
Jaffna,House,5,5,2,4.5,2075.0,4,0,0,0,45561458
Colombo,House,4,3,2,7.7,1635.0,33,0,0,0,120104776
Kandy,Apartment,2,2,1,5.2,748.0,0,1,0,0,24365591
Matara,House,4,3,1,11.4,1529.0,16,1,0,0,31286119
Galle,Apartment,3,2,2,31.8,1243.0,15,0,0,0,45583094
Kurunegala,House,5,5,3,11.1,2263.0,7,0,0,1,49029291
Kurunegala,House,3,2,1,30.7,1005.0,9,0,0,0,22981692
Kurunegala,House,3,2,1,20.0,1209.0,27,0,0,1,18938519
Anuradhapura,Land & House,3,3,1,14.7,1251.0,3,1,0,1,28677220
Galle,Apartment,3,2,3,8.1,1490.0,4,0,0,0,39165359
Kandy,Apartment,3,3,1,42.3,1309.0,11,1,0,1,51854636
Negombo,House,2,1,1,4.8,712.0,8,1,0,0,30770354
Kandy,House,4,3,2,21.5,1629.0,13,1,0,0,55817785
Negombo,Land & House,3,2,1,18.6,1166.0,33,1,0,1,74274738
Jaffna,House,6,5,3,12.7,2621.0,33,0,0,1,50176372
Jaffna,House,3,3,1,8.1,1221.0,4,0,0,0,31468246
Kandy,Apartment,4,3,1,12.5,1764.0,6,0,0,1,44328347
Colombo,House,5,4,2,34.9,1969.0,3,0,0,0,214170862
Galle,Villa,4,3,1,31.2,1410.0,34,1,0,1,90520411
Colombo,Apartment,5,4,1,46.6,2078.0,8,0,0,0,235643573
Anuradhapura,House,4,3,1,9.5,1406.0,9,0,0,0,22632503
Kandy,House,3,2,1,11.3,,23,0,0,0,43649067
Colombo,House,4,4,3,4.3,1752.0,11,1,0,1,142724295
Colombo,Land & House,2,1,1,47.0,643.0,2,0,1,1,256783081
Negombo,Apartment,3,3,3,10.0,1462.0,9,1,0,1,57795062
Negombo,House,2,1,2,11.8,1089.0,15,1,1,0,52489207
Kandy,House,4,3,1,39.8,1427.0,19,0,1,1,57503060
Colombo,Apartment,3,2,1,15.2,1257.0,15,1,0,0,99814452
Kandy,Apartment,3,3,2,16.5,1426.0,2,0,0,0,42675047
Kandy,House,3,2,1,6.9,1072.0,6,0,0,0,42406978
Jaffna,House,6,5,1,14.4,2227.0,20,1,0,0,42900442
Negombo,House,2,1,1,41.6,1007.0,29,0,0,0,60179905
Kandy,Apartment,1,1,2,16.3,715.0,0,0,0,1,27125270
Colombo,Land & House,2,1,2,8.4,973.0,0,1,1,1,165646290
Badulla,House,6,6,1,4.5,2291.0,15,0,0,0,34338078
Galle,Apartment,6,5,2,10.1,2331.0,12,1,0,0,67354309
Jaffna,House,4,4,2,16.8,1811.0,2,0,0,1,48369757
Colombo,House,5,5,1,4.7,2011.0,12,0,0,0,147975911
Galle,House,2,2,3,18.1,1162.0,38,1,1,0,51849340
Colombo,Villa,6,6,2,15.1,2423.0,15,0,0,1,298685105
Galle,Apartment,2,2,3,26.9,1050.0,9,0,0,0,37325423
Ratnapura,Apartment,2,1,1,4.4,714.0,24,1,0,1,9787099
Kandy,House,2,1,3,26.8,1112.0,4,1,0,1,49025397
Colombo,House,3,3,2,15.0,1341.0,8,1,0,0,128364014
Colombo,House,4,3,2,10.9,1806.0,11,1,0,0,147030935
Kandy,Villa,3,2,2,54.5,1442.0,11,1,0,0,108075274
Colombo,House,6,5,1,6.6,2268.0,33,1,0,0,140747378
Colombo,Apartment,3,3,3,15.7,1619.0,5,1,0,0,113450899
Matara,House,2,2,2,9.8,905.0,1,1,0,0,21840181
Galle,House,3,2,1,15.2,1307.0,32,0,0,0,41164320
Kandy,Apartment,4,4,1,16.1,1470.0,4,0,1,1,53001266
Anuradhapura,House,4,4,1,5.4,1673.0,7,0,1,1,32735230
Colombo,House,3,3,2,20.2,1348.0,11,1,0,0,139833628
Ratnapura,House,3,3,2,19.1,1150.0,38,0,1,0,17839524
Kandy,Apartment,3,2,1,26.0,1273.0,12,0,0,0,37736002
Anuradhapura,Apartment,4,4,1,5.4,1630.0,9,0,0,0,21685464
Negombo,House,6,5,2,9.3,2354.0,13,0,0,1,106761089
Kurunegala,Apartment,1,1,2,19.8,612.0,38,0,0,0,7005367
Badulla,House,5,4,1,6.2,1884.0,24,1,0,0,25148118
Kandy,House,3,3,1,21.0,1007.0,3,1,0,1,42990296
Ratnapura,House,3,3,1,4.9,963.0,23,0,0,0,14024144
Kandy,Land & House,6,5,3,10.1,2680.0,25,1,0,0,88650597
Kandy,House,3,2,2,32.1,1267.0,18,0,0,1,49933916
Kandy,House,3,2,3,26.3,1685.0,16,1,0,0,67339109
Galle,House,2,1,1,19.5,987.0,9,0,0,0,39337940
Colombo,House,2,1,2,34.7,1156.0,15,0,0,0,142224230
Negombo,Apartment,4,3,2,22.5,1634.0,20,0,0,0,53815309
Galle,House,4,3,1,15.0,1389.0,2,1,0,0,56941557
Matara,House,5,4,1,62.5,1791.0,4,1,0,0,55142844
Kurunegala,Apartment,2,2,2,21.8,955.0,3,0,1,0,20338106
Galle,House,2,2,3,17.8,912.0,25,0,0,1,43246897
Kandy,Villa,1,1,1,11.9,452.0,17,0,0,1,28094988
Colombo,Apartment,3,3,1,38.9,1179.0,9,1,0,0,127650767
Colombo,House,6,5,2,9.3,2270.0,24,1,0,0,172726753
Colombo,Apartment,4,4,3,4.1,1745.0,19,1,0,0,94055953
Kandy,House,3,2,2,7.3,1327.0,32,1,0,0,35915609
Colombo,Apartment,5,4,1,5.7,1935.0,1,0,0,0,137255434
Ratnapura,House,4,4,1,9.8,1460.0,11,1,0,0,26673893
Negombo,House,1,1,1,30.2,529.0,18,0,0,0,42429903
Kandy,Apartment,4,4,2,19.8,1713.0,3,0,0,1,50881759
Negombo,Land & House,3,3,2,6.8,1354.0,6,1,0,1,78883021
Colombo,Land & House,2,1,2,27.3,934.0,8,0,0,0,164760757
Galle,Apartment,2,1,1,14.5,716.0,23,0,0,0,24622469
Negombo,House,3,3,3,14.8,1669.0,10,1,0,0,76859382
Galle,House,3,3,2,10.7,1413.0,10,0,1,1,68056672
Kandy,House,3,3,3,34.0,1600.0,9,1,0,1,55369706
Badulla,Apartment,2,2,2,9.7,991.0,4,0,1,0,12974775
Anuradhapura,House,4,4,2,,1683.0,33,0,0,0,16920412
Negombo,Land & House,6,5,2,9.4,2449.0,6,0,1,0,144754454
Negombo,House,4,4,1,22.8,1366.0,13,0,0,0,61195047
Negombo,House,3,2,3,20.1,1388.0,2,0,1,0,94787202
Colombo,House,2,1,1,7.1,770.0,9,0,1,1,91566599
Kandy,Villa,2,1,2,5.8,954.0,31,1,0,0,44853386
Colombo,Apartment,2,2,3,20.2,1062.0,40,0,0,0,63395392
Galle,Apartment,3,2,1,20.9,1233.0,7,0,1,0,48203778
Galle,House,4,4,2,10.8,1708.0,2,0,0,1,79966697
Colombo,Villa,4,3,2,31.8,1839.0,6,1,0,0,393759744
Ratnapura,House,4,4,2,61.4,1947.0,6,0,0,0,40526671
Anuradhapura,Land & House,3,2,2,7.5,1223.0,15,0,0,1,20723867
Matara,Apartment,3,3,2,16.9,1364.0,10,1,0,1,24648561
Galle,House,4,4,2,4.1,1714.0,21,0,0,1,57708680
Anuradhapura,Apartment,3,3,1,22.7,1198.0,18,1,0,0,16065008
Colombo,Apartment,2,2,1,12.0,741.0,4,1,0,1,63329637
Kurunegala,House,3,2,1,7.2,1108.0,22,1,0,0,22253715
Colombo,Land & House,3,2,2,24.9,1374.0,26,1,0,0,166630349
Kurunegala,House,2,2,1,29.0,755.0,14,0,0,0,14276180
Colombo,House,4,3,2,5.8,1715.0,34,1,0,1,109572954
Anuradhapura,House,5,4,1,4.6,1875.0,22,1,0,1,31204266
Ratnapura,House,2,1,2,10.1,1014.0,14,0,0,0,16554770
Colombo,Apartment,2,2,1,18.8,754.0,31,1,0,1,63701231
Galle,House,4,3,2,27.7,1715.0,14,1,0,0,67705983
Badulla,Apartment,2,2,2,15.8,911.0,11,1,0,0,9996343
Galle,House,3,2,3,17.0,1516.0,7,0,0,0,60554041
Anuradhapura,Land & House,2,1,2,28.1,1133.0,29,1,1,1,27518880
Negombo,Apartment,2,1,2,15.3,1026.0,2,1,0,0,47621441
Kandy,Villa,4,3,3,18.2,1882.0,10,0,0,0,97602901
Kandy,House,4,3,2,14.9,1781.0,12,1,0,0,67621527
Colombo,House,2,2,1,35.9,709.0,12,0,0,0,142118838
Matara,House,3,2,2,8.0,1521.0,16,1,0,1,29182143
Kandy,Apartment,2,2,2,,894.0,11,0,0,1,26247238
Galle,Land & House,2,2,1,6.1,937.0,4,0,1,0,66422511
Galle,House,6,5,2,29.7,2474.0,27,0,0,0,81306617
Negombo,House,4,3,2,12.0,1609.0,16,0,0,1,67647200
Anuradhapura,Land & House,3,2,3,10.4,1600.0,27,0,0,0,26213749
Badulla,House,4,3,3,63.7,1899.0,5,0,0,0,32216260
Kandy,Apartment,4,3,1,43.2,1738.0,15,1,0,0,62934469
Kurunegala,Apartment,4,4,1,57.6,1569.0,19,0,0,0,27588299
Matara,Villa,1,1,1,6.3,489.0,7,1,0,1,22126741
Negombo,House,2,1,1,37.3,798.0,23,0,0,0,54309525
Ratnapura,House,4,4,3,10.0,1675.0,0,1,0,0,30725487
Colombo,Apartment,3,2,1,4.2,1168.0,14,0,0,0,68356677
Colombo,Land & House,6,5,2,11.4,2372.0,14,0,0,0,209582540
Kurunegala,House,4,3,2,14.7,1726.0,12,1,0,0,38815597
Galle,House,6,5,2,5.7,2257.0,15,0,0,1,88467860
Kurunegala,Apartment,2,2,1,15.6,826.0,3,1,0,0,16170819
Anuradhapura,Land & House,5,4,1,29.7,1957.0,17,1,0,1,44986162
Colombo,Villa,3,3,1,11.1,1267.0,6,0,0,1,195926355
Anuradhapura,Land & House,6,5,1,10.5,2064.0,9,1,0,0,39416901
Galle,House,2,2,3,10.2,1220.0,6,0,0,1,44290048
Galle,House,3,2,2,42.5,1325.0,10,1,0,0,68889054
Negombo,Apartment,4,3,1,4.7,1531.0,14,0,0,1,49636105
Ratnapura,Villa,3,2,2,12.8,1113.0,25,0,0,0,26036519
Colombo,House,3,2,1,8.6,1349.0,10,0,0,0,115084037
Galle,House,6,5,2,37.6,2417.0,6,0,0,1,104434246
Jaffna,Villa,3,2,1,5.5,1046.0,10,1,0,0,43985059
Matara,House,4,3,2,12.0,1737.0,18,1,0,0,31997613
Jaffna,House,2,1,1,11.8,884.0,7,0,0,1,21641324
Colombo,Apartment,4,3,1,36.9,1672.0,8,0,0,0,177544824
Kandy,Apartment,4,3,1,7.6,1519.0,13,0,0,1,41883083
Kandy,Villa,3,2,1,19.5,1201.0,5,0,0,1,71528282
Kurunegala,House,1,1,2,6.2,585.0,4,1,0,0,13373073
Colombo,Apartment,3,2,1,50.2,1259.0,2,0,0,1,185141139
Colombo,Apartment,1,1,2,17.5,571.0,7,0,1,0,66315407
Ratnapura,Apartment,1,1,2,18.8,560.0,0,1,0,1,10836493
Colombo,Apartment,4,3,2,12.5,1693.0,13,0,0,1,110589244
Badulla,House,2,1,2,10.3,877.0,3,1,0,1,14813163
Jaffna,House,2,1,1,7.6,1010.0,7,0,0,1,26195674
Kurunegala,House,4,4,2,17.9,1892.0,5,1,0,0,36354957
Kandy,House,2,1,3,50.4,1104.0,15,0,0,0,56513132
Colombo,Apartment,3,2,2,10.7,1211.0,26,1,0,0,79480357
Matara,Villa,2,1,2,36.2,1033.0,15,1,1,0,53933599
Kurunegala,Villa,3,2,2,6.4,1301.0,12,0,0,0,39807526
Matara,Villa,4,4,1,45.3,1667.0,17,0,0,0,63489940
Colombo,House,4,3,2,10.5,1621.0,0,0,0,0,164215062
Matara,House,3,2,3,11.2,1554.0,2,0,0,0,34125839
Matara,House,2,2,1,13.3,861.0,1,1,0,0,22177946
Jaffna,House,2,1,2,23.0,932.0,1,1,0,0,29353760
Matara,House,3,2,1,23.1,1224.0,5,1,0,0,24278511
Kurunegala,Apartment,5,4,1,13.8,1987.0,12,0,1,0,30763172
Negombo,Land & House,2,1,2,15.1,1008.0,2,0,0,0,66105862
Colombo,House,3,2,2,4.5,1359.0,34,1,0,0,86930451
Galle,House,2,1,3,9.4,1062.0,27,0,0,0,33906713
Colombo,Villa,4,3,3,10.4,1964.0,38,1,0,0,199172871
Kandy,House,4,3,1,16.3,1654.0,0,1,0,0,59481373
Kandy,Villa,4,3,2,16.3,1658.0,26,0,0,1,71990340
Colombo,Villa,5,4,1,22.6,1887.0,23,1,0,0,245519430
Kandy,Land & House,3,2,1,22.9,1341.0,31,0,0,1,63480967
Colombo,House,2,2,1,8.0,736.0,11,1,0,1,71269762
Kurunegala,Apartment,3,3,2,26.1,1410.0,22,0,1,0,21388031
Ratnapura,Apartment,4,3,2,4.3,1644.0,0,0,1,0,27346527
Colombo,Apartment,4,3,2,22.9,1877.0,1,1,0,0,141087190
Ratnapura,House,3,3,2,5.6,1356.0,2,1,0,0,23499607
Galle,House,4,4,1,23.6,1676.0,32,1,0,0,64526335
Kandy,Apartment,4,4,2,15.2,1623.0,1,1,0,1,51625243
Colombo,Apartment,5,4,1,12.6,1775.0,1,0,0,1,152320892
Galle,Villa,3,2,1,21.6,1176.0,34,0,0,0,58352494
Kurunegala,Villa,4,3,2,4.6,1726.0,2,1,0,1,54416938
Jaffna,Apartment,2,1,2,7.8,948.0,28,0,0,1,14308744
Colombo,House,4,3,3,18.4,1925.0,22,1,0,1,164184048
Colombo,Villa,5,5,2,32.2,2029.0,0,0,1,0,369094056
Kandy,Apartment,3,2,2,11.2,1141.0,0,1,0,1,37664011
Kandy,Land & House,4,3,2,8.5,1755.0,12,0,0,0,76292764
Colombo,Land & House,4,3,1,15.0,1461.0,40,0,0,0,126838560
Kandy,House,2,1,1,18.6,813.0,29,0,0,1,26792107
Kurunegala,Villa,3,2,1,12.2,1355.0,6,1,0,0,50346112
Ratnapura,House,2,1,1,35.4,1027.0,8,0,1,0,25040032
Kandy,House,6,5,1,15.1,2192.0,8,0,0,0,79718348
Anuradhapura,Apartment,4,3,3,4.5,1907.0,20,0,0,0,22020493
Kandy,House,2,1,2,7.8,944.0,6,1,0,1,37746306
Galle,Villa,2,2,2,13.0,971.0,2,0,1,0,79322336
Colombo,House,3,2,1,21.9,1139.0,20,0,1,1,143135887
Negombo,House,3,2,1,7.7,1027.0,9,1,0,1,49672296
Badulla,Apartment,1,1,1,60.1,509.0,1,0,0,1,11323191
Negombo,Villa,3,3,2,9.8,1378.0,22,1,0,0,88769898
Kandy,Land & House,3,3,1,15.4,1132.0,13,0,0,1,59841068
Negombo,Villa,2,1,2,4.3,1108.0,10,0,0,0,61739874
Colombo,Apartment,4,3,2,36.4,1656.0,17,1,0,0,166358459
Anuradhapura,House,5,5,2,27.3,1986.0,11,1,0,0,36084436
Galle,House,4,4,1,7.3,1602.0,16,1,0,0,58282579
Galle,House,4,3,2,44.6,1545.0,28,1,0,1,78724532
Negombo,Apartment,2,2,2,9.7,1090.0,14,1,0,0,40653014
Negombo,Apartment,3,3,2,21.7,1309.0,16,0,1,0,61324703
Colombo,House,2,1,1,29.6,948.0,14,0,0,1,141543082
Jaffna,Villa,4,3,1,24.3,1678.0,11,0,0,0,64267239
Colombo,Apartment,5,5,1,41.4,1964.0,3,0,1,1,210205530
Jaffna,House,4,3,3,34.0,1768.0,6,1,0,0,46251520
Kurunegala,House,5,5,1,82.4,1774.0,18,1,0,0,40935688
Kurunegala,Villa,4,3,3,7.0,1706.0,8,0,1,0,59806117
Negombo,Villa,3,3,1,9.5,1310.0,8,1,0,0,103070058
Galle,Land & House,3,3,1,19.2,1186.0,21,1,0,0,71369652
Colombo,House,2,1,2,23.8,940.0,0,1,0,1,156809635
Matara,Land & House,1,1,1,15.5,486.0,17,0,0,0,13418807
Colombo,House,4,4,3,5.2,1958.0,10,0,0,0,160212254
Galle,House,3,3,2,31.6,1427.0,7,0,0,0,68625972
Kandy,Land & House,3,2,2,52.6,1393.0,6,1,0,0,92022520
Colombo,House,3,2,2,11.8,1413.0,3,0,0,0,130723393
Negombo,Apartment,3,3,2,7.8,1368.0,6,1,0,1,54637733
Colombo,House,3,2,3,4.3,1530.0,8,0,0,1,107488019
Matara,Apartment,3,3,1,8.1,1222.0,9,1,0,0,21020324
Kandy,Land & House,3,2,2,22.1,1349.0,17,0,0,0,59639811
Colombo,House,4,4,2,40.4,1775.0,9,0,0,0,222937917
Galle,Apartment,3,3,3,5.5,1536.0,23,0,0,1,42180048
Colombo,House,4,4,2,16.1,1611.0,15,0,0,1,141614239
Colombo,Apartment,5,4,3,21.8,2252.0,3,0,0,1,183701402
Jaffna,House,5,4,2,8.9,2074.0,5,1,0,1,45391272
Colombo,House,5,4,1,16.7,1961.0,1,0,0,0,198818155
Kurunegala,House,3,3,2,22.8,1339.0,35,0,0,0,19113268
Colombo,House,1,1,2,,731.0,30,0,0,0,97776014
Colombo,Land & House,3,2,2,13.0,1343.0,1,1,1,1,218812310
Matara,House,3,3,1,24.7,1272.0,13,1,0,1,32245553
Kandy,House,5,4,2,9.4,2004.0,37,0,0,0,49297144
Colombo,House,4,4,1,7.6,1511.0,20,0,0,1,104808573
Kandy,House,2,1,2,7.1,1060.0,10,1,1,0,44256419
Colombo,Villa,2,1,1,10.7,816.0,4,1,0,0,147192757
Kurunegala,Land & House,2,1,2,4.5,1220.0,5,0,0,0,27978147
Kandy,House,4,4,1,9.0,1606.0,20,1,0,1,49791273
Matara,Land & House,4,4,1,19.8,1552.0,22,0,0,1,38003074
Anuradhapura,Apartment,5,4,3,19.7,2281.0,11,0,0,1,29984434
Galle,House,5,4,1,5.1,1851.0,2,1,0,1,77691891
Anuradhapura,Apartment,2,1,1,9.1,942.0,34,0,0,0,9201819
Kandy,Apartment,3,2,1,16.6,1289.0,26,1,0,0,27188157
Ratnapura,Apartment,2,1,2,9.8,1125.0,2,0,0,1,16018429
Colombo,Land & House,3,2,2,12.1,1305.0,1,0,0,1,178740617
Jaffna,House,5,4,1,22.7,1777.0,12,0,0,1,41560989
Galle,Land & House,3,2,2,4.1,1288.0,5,0,0,0,63536310
Kandy,Villa,4,3,1,8.9,1521.0,5,0,0,0,75684793
Negombo,Apartment,3,2,2,6.3,1516.0,1,0,0,0,45166765
Jaffna,Apartment,1,1,2,6.0,869.0,36,0,0,0,11099496
Colombo,House,2,1,3,51.9,1184.0,24,0,0,0,180293484
Colombo,Land & House,3,2,3,11.1,1500.0,2,0,0,0,166781877
Jaffna,Apartment,4,3,1,15.2,1515.0,29,1,0,0,26822097
Jaffna,House,2,1,1,23.9,932.0,17,0,0,0,22195155
Ratnapura,House,4,4,2,4.7,1918.0,6,0,1,1,35628211
Matara,Apartment,4,4,1,8.1,1728.0,28,0,0,1,22184124
Ratnapura,House,3,2,1,30.8,1313.0,14,0,0,1,22635544
Jaffna,House,4,3,1,33.7,1662.0,26,0,0,0,37903066
Kandy,Apartment,3,3,1,11.0,,10,1,0,0,36563212
Colombo,House,4,3,2,11.0,1695.0,11,0,0,1,154713521
Matara,House,4,4,1,25.2,1476.0,5,0,0,0,26186214
Negombo,House,6,6,1,9.2,2247.0,8,0,0,0,101688207
Colombo,House,3,2,2,5.9,1392.0,13,0,0,1,108646315
Kandy,Apartment,3,2,1,8.5,1054.0,35,0,1,0,27764583
Ratnapura,Apartment,2,2,3,11.3,1134.0,14,0,0,0,12680886
Galle,House,2,1,1,4.8,767.0,2,1,0,1,32142378
Galle,House,4,4,2,13.8,1801.0,0,0,0,0,79261027
Galle,Apartment,5,4,1,24.2,1845.0,26,0,0,1,57186969
Colombo,House,3,3,1,14.8,1232.0,7,1,0,0,130874553
Kandy,House,2,2,1,5.1,779.0,6,0,0,0,25692701
Kandy,House,3,2,2,12.7,1509.0,23,1,0,0,50903926
Colombo,Villa,3,2,2,22.5,1179.0,35,0,0,0,159954227
Matara,Villa,3,3,2,4.9,1397.0,20,0,1,0,45282296
Kandy,Villa,2,1,1,4.9,722.0,3,1,0,1,49045994
Kurunegala,Villa,4,4,1,10.9,1499.0,8,0,0,1,45101547
Kurunegala,Apartment,1,1,1,7.3,520.0,21,1,0,0,8735584
Colombo,Apartment,3,3,1,45.0,1225.0,32,0,0,0,113291786
Jaffna,Apartment,4,3,1,17.1,1572.0,40,0,0,0,18260234
Galle,House,3,2,3,9.1,1515.0,11,0,0,0,48321006
Anuradhapura,Apartment,4,3,2,22.3,1635.0,24,0,0,1,20657114
Colombo,Villa,4,3,2,11.0,1683.0,0,0,1,0,270488010
Jaffna,Apartment,4,3,2,6.1,1703.0,5,1,0,0,28202132
Negombo,House,3,2,2,8.1,1369.0,7,0,0,0,58398999
Kandy,House,3,3,1,19.4,1193.0,38,0,0,0,33262368
Colombo,Apartment,4,3,2,4.8,1772.0,0,1,0,1,126771961
Jaffna,Apartment,4,3,3,8.8,1859.0,6,1,1,0,42555577
Matara,Land & House,3,2,1,7.5,1220.0,34,1,0,0,32417433
Kandy,House,2,1,1,7.4,811.0,6,1,1,1,39151248
Negombo,Villa,2,2,3,21.2,1044.0,4,0,0,0,77846149
Kandy,Apartment,2,1,2,30.2,1015.0,20,0,1,0,40576482
Jaffna,Land & House,3,2,1,22.9,1320.0,20,0,0,1,43267598
Colombo,Apartment,2,2,2,19.6,1044.0,10,1,0,1,91765497
Anuradhapura,Apartment,3,2,1,41.2,1118.0,35,0,0,1,12498668
Kandy,Apartment,4,3,1,4.9,1631.0,3,0,0,0,44509618
Kandy,Villa,3,2,1,6.7,1166.0,32,0,0,0,55734533
Colombo,Land & House,4,4,1,12.0,1621.0,21,1,0,0,157975980
Colombo,House,4,3,2,11.0,1663.0,7,0,1,1,165798390
Galle,House,2,2,2,12.1,1035.0,23,0,0,0,30730010
Colombo,Land & House,4,3,2,7.5,1648.0,2,0,0,1,179609095
Kurunegala,Apartment,4,3,1,6.4,1500.0,2,0,0,0,22291130
Colombo,Apartment,3,2,2,14.7,1193.0,34,0,0,0,81164087
Kandy,Apartment,2,2,1,43.5,901.0,1,0,0,0,39105501
Kandy,House,3,2,1,11.5,1237.0,0,1,0,1,55177848
Colombo,Villa,5,4,3,4.7,2242.0,8,1,0,0,252862789
Colombo,Villa,4,4,1,22.4,1577.0,1,1,0,1,301622673
Kandy,House,2,1,1,9.2,773.0,27,0,0,0,26820136
Galle,House,4,3,1,8.2,1646.0,33,0,0,1,57576041
Kandy,Villa,3,2,1,9.9,1299.0,10,0,0,1,83773349
Galle,House,3,3,2,23.3,1271.0,8,1,0,0,64490657
Negombo,Land & House,4,4,3,29.6,1903.0,12,1,0,0,124033310
Colombo,House,3,2,2,17.3,1437.0,4,1,0,0,154569882
Galle,Apartment,4,4,2,9.8,,5,1,0,1,59158678
Ratnapura,Land & House,4,4,2,9.6,1670.0,1,1,0,1,44303242
Galle,Apartment,4,3,3,6.0,1903.0,9,1,0,0,53881532
Jaffna,House,2,2,1,44.6,698.0,14,1,0,0,25167974
Kandy,Apartment,4,3,3,19.2,1741.0,34,0,0,1,38298005
Matara,House,5,4,1,,1801.0,20,1,0,0,37102588
Matara,House,2,1,3,20.3,970.0,19,1,0,0,23780566
Galle,Land & House,3,2,1,12.9,1308.0,6,1,0,1,98116163
Badulla,Villa,3,3,2,57.9,1151.0,30,0,0,0,28899924
Colombo,Apartment,4,4,2,29.6,1734.0,35,0,0,0,110482155
Colombo,House,4,3,3,6.8,1931.0,34,0,0,1,110997451
Matara,House,2,1,2,23.1,970.0,0,0,1,1,30848345
Kurunegala,House,5,4,1,14.0,1833.0,14,0,0,0,36101328
Colombo,Apartment,2,1,2,7.1,1023.0,15,1,0,0,72500006
Colombo,Villa,4,4,1,22.0,1550.0,5,1,0,0,247513051
Colombo,Apartment,3,2,1,15.9,1300.0,40,0,0,1,75851570
Kandy,Villa,3,3,1,4.5,937.0,5,0,0,0,45189455
Matara,House,2,2,1,19.6,758.0,4,0,0,0,19421913
Galle,House,2,1,2,19.1,1056.0,10,0,0,0,43508659
Kandy,House,4,3,3,6.3,1855.0,6,1,0,0,60404274
Kandy,House,3,2,3,10.4,1575.0,33,1,0,0,36912446
Colombo,House,2,2,1,17.2,876.0,9,1,0,1,119625864
Kandy,Land & House,2,2,1,6.2,836.0,8,1,0,1,47865351
Negombo,House,2,2,1,32.7,819.0,15,1,1,0,65095917
Badulla,Land & House,4,4,1,4.4,1782.0,1,1,1,0,42719301
Kurunegala,House,4,4,1,5.6,1703.0,21,0,0,0,25391728
Colombo,Land & House,2,1,1,5.9,899.0,21,1,1,0,113824152
Anuradhapura,Apartment,3,2,2,15.3,1357.0,10,1,0,0,17397588
Matara,Land & House,2,2,2,18.5,1053.0,36,1,0,0,22558492
Matara,House,5,5,2,11.8,2132.0,13,1,0,0,47987323
Galle,Villa,5,4,1,9.1,1941.0,18,1,0,1,92134526
Kandy,Land & House,4,3,2,28.9,1624.0,33,1,0,0,72379759
Kandy,House,5,4,2,5.1,2228.0,16,0,0,1,68757241
Colombo,House,4,4,1,8.9,1574.0,9,0,0,0,143623660
Colombo,House,4,4,1,4.6,1751.0,0,1,0,0,141809566
Colombo,Land & House,3,2,1,4.2,1218.0,19,0,1,0,126105795
Galle,Apartment,3,2,1,10.5,1175.0,37,1,0,0,28682843
Matara,Apartment,2,1,1,7.3,988.0,10,1,0,1,18613046
Galle,House,3,2,1,8.7,1230.0,6,1,0,0,49335883
Colombo,House,4,4,1,29.8,1563.0,11,1,1,0,186055092
Ratnapura,Villa,2,1,1,6.7,729.0,19,0,0,1,18334633
Ratnapura,House,3,2,2,26.7,1416.0,0,0,0,0,25265433
